emp_no,first_name,last_name,title,from_date,to_date
431478,Poornachandra,Ratnaker,Engineer,1999-04-18,9999-01-01
431483,Sedat,Frijda,Engineer,1995-04-22,9999-01-01
431493,Giordano,Birsak,Engineer,1994-12-28,2001-12-28
431510,Manu,Schiper,Assistant Engineer,1987-08-14,1993-08-13
431512,Chaitali,Motley,Staff,1998-08-27,1998-09-22
431521,Kwangjo,Braccini,Technique Leader,1991-04-05,1993-09-15
431523,Gurbir,Bage,Assistant Engineer,1994-05-12,1997-01-27
431530,Srinidhi,Steinauer,Engineer,1995-10-12,9999-01-01
431549,Elzbieta,Pluym,Engineer,1997-10-01,9999-01-01
431557,Chiradeep,Plotkin,Senior Staff,1994-02-01,9999-01-01
431599,Xiaoshan,Pettit,Senior Engineer,1987-10-22,9999-01-01
431603,Henk,Straney,Senior Staff,1999-08-21,9999-01-01
431615,Gou,Kakkar,Engineer,1989-11-15,1992-08-24
431634,Parto,Solares,Staff,1987-03-16,1990-09-21
431659,Hironoby,Mahmud,Engineer,1986-11-25,1991-11-25
431669,Tokuyasu,Skogmar,Staff,1989-07-22,1994-07-24
431674,Souichi,Francisci,Engineer,1990-08-30,1992-07-10
431675,Giao,Kroha,Senior Staff,1995-06-28,9999-01-01
431692,Houman,Lamparter,Senior Engineer,1994-03-06,9999-01-01
431695,Wonhee,Akazan,Engineer,1993-05-02,2000-05-02
431706,Remco,Heiserman,Engineer,1988-04-20,1995-04-21
431709,Atreye,Paludetto,Engineer,1997-08-11,9999-01-01
431735,Waiman,Roccetti,Engineer,1990-12-08,1995-12-08
431757,Odysseas,Szemeredi,Senior Staff,1989-11-09,9999-01-01
431803,Jaideep,Ranon,Staff,1986-11-16,1987-04-07
431807,Jordanka,Pettit,Senior Engineer,1992-02-19,9999-01-01
431816,Shietung,Stifter,Engineer,1991-08-28,1998-08-28
431823,Cristinel,Zschoche,Engineer,1998-12-11,9999-01-01
431865,Hyuncheol,Khasidashvili,Engineer,1993-06-23,2000-06-17
431895,Xiaoqiang,Speel,Senior Staff,1992-11-26,9999-01-01
431901,Shahid,Kandlur,Staff,1996-10-02,9999-01-01
431935,Jasminko,Miake,Senior Staff,1997-08-23,9999-01-01
431936,Tayeb,Cronau,Engineer,1994-09-22,1999-09-22
431965,Gianluca,Melton,Senior Staff,1988-11-04,9999-01-01
431972,Akeel,Sankaranarayanan,Senior Staff,1998-06-10,9999-01-01
431989,Shaz,Baez,Senior Engineer,1995-04-01,9999-01-01
432003,Kersti,Auyong,Assistant Engineer,1991-03-31,2000-03-30
432035,Fox,Plump,Technique Leader,1986-10-06,9999-01-01
432044,Teiji,Maliniak,Engineer,1989-11-21,1998-11-21
432052,Harjit,Passafiume,Senior Staff,1991-06-02,1999-01-01
432054,Van,McAffer,Engineer,1988-07-20,1995-07-21
432058,Mayumi,Slobodova,Staff,1999-05-08,9999-01-01
432068,Arif,Wegerle,Senior Engineer,1985-06-24,9999-01-01
432094,Hausi,Camurati,Engineer,1995-04-27,2000-04-26
432104,Mohamadou,Aumann,Staff,1997-07-12,9999-01-01
432125,Ramzi,Cincotta,Engineer,1998-05-20,2001-10-21
432133,Yurij,Servi,Engineer,1991-08-11,1999-08-11
432141,Marsha,Hebert,Senior Staff,1999-08-23,9999-01-01
432144,Yuping,Biros,Engineer,1988-06-10,1993-06-10
432150,Zvonko,Schnabel,Engineer,1998-02-15,9999-01-01
432151,Zongyan,Kitai,Senior Staff,1997-02-28,9999-01-01
432153,Xiaoheng,Baek,Senior Engineer,1995-06-28,9999-01-01
432154,Nikolaus,Leivant,Engineer,1986-03-23,1991-04-13
432157,Torsten,Alencar,Engineer,1995-04-01,2000-03-31
432200,Yucai,Merlo,Engineer,1987-02-20,1994-02-20
432205,Manton,Murthy,Engineer,2000-01-22,9999-01-01
432210,Gro,Casperson,Engineer,1991-05-05,1996-05-04
432221,Aram,Plotkin,Staff,1987-12-13,1992-07-14
432234,Margo,Koshiba,Engineer,1992-01-01,1999-01-01
432239,Ute,Jayawardene,Senior Staff,1996-07-25,9999-01-01
432250,Zejun,Bernatsky,Staff,1998-07-12,9999-01-01
432267,Siddarth,Rosen,Senior Staff,1994-11-28,9999-01-01
432275,Lokesh,Paludetto,Senior Engineer,1995-02-18,9999-01-01
432288,Yuuichi,Kroha,Senior Engineer,1986-05-21,9999-01-01
432361,Sadegh,Kornyak,Engineer,1989-12-21,1994-12-21
432394,Divine,Pettey,Assistant Engineer,1989-04-17,1995-04-17
432402,Adib,Basagni,Assistant Engineer,1987-09-22,1993-09-21
432412,Ibibia,Leonhardt,Engineer,1988-01-14,1994-01-13
432420,Tooru,Landherr,Staff,1992-06-27,1998-01-13
432426,Achilleas,Szemeredi,Senior Staff,2001-03-23,9999-01-01
432437,Menkae,Rajaraman,Engineer,1999-12-15,2000-03-27
432440,Nagui,Karlin,Engineer,1985-08-08,1994-08-08
432441,Roddy,Ballarin,Senior Engineer,1998-07-06,1999-12-15
432442,Fabrizio,Azadmanesh,Senior Staff,1988-08-16,9999-01-01
432453,Mrinalini,Garnham,Senior Staff,1990-09-17,9999-01-01
432457,Charmane,Gadepally,Staff,1987-06-24,1992-11-05
432484,Guangming,Harbusch,Engineer,1987-06-07,1994-06-07
432502,Kerhong,Kalefeld,Engineer,1997-06-25,9999-01-01
432532,Heejo,Skogmar,Senior Staff,1996-07-28,9999-01-01
432544,Pradeep,Serdy,Senior Staff,1995-09-12,2000-07-23
432550,Sailaja,Streng,Senior Staff,1994-01-16,9999-01-01
432557,Insup,Roisin,Assistant Engineer,1997-06-25,9999-01-01
432589,Baziley,Alvarado,Engineer,1992-09-30,2001-09-30
432592,Chaosheng,Raney,Staff,1994-07-03,1999-09-15
432596,Premsyl,Peng,Engineer,1992-09-19,1995-07-22
432611,Shuky,Mayerwieser,Staff,1989-10-10,1998-02-23
432612,Masaki,Sinitsyn,Engineer,1995-03-28,2001-03-27
432640,Jiakeng,Alpay,Senior Staff,2001-01-04,9999-01-01
432679,Kazunori,Penn,Senior Staff,1997-09-04,9999-01-01
432687,Kamran,Christianini,Senior Engineer,1990-04-03,9999-01-01
432700,Weicheng,Dechter,Engineer,1993-09-18,1999-05-10
432711,Yahiko,Schreiter,Technique Leader,1991-08-28,9999-01-01
432741,Lene,Dratva,Senior Staff,1999-07-23,9999-01-01
432762,Boalin,Perry,Senior Staff,1999-11-12,9999-01-01
432763,Ramalingam,Lanzelotte,Senior Staff,1991-04-20,2000-10-29
432780,Arra,Iacovou,Engineer,1992-01-04,2001-01-03
432783,Ingmar,Morrow,Engineer,1987-05-05,1994-05-05
432789,Leucio,Slaats,Senior Staff,1985-05-10,9999-01-01
432807,Alenka,Oppitz,Senior Staff,1993-04-27,9999-01-01
432818,Parviz,Escriba,Engineer,1997-02-27,9999-01-01
432865,Mitsuyuki,Serra,Staff,1999-08-16,9999-01-01
432906,Filipe,Streng,Engineer,1996-01-27,9999-01-01
432912,Khosrow,Siepmann,Staff,1998-10-29,9999-01-01
432915,Guangming,Staudhammer,Assistant Engineer,1985-03-20,1991-03-20
432919,Yakkov,Ozery,Engineer,1989-09-07,1995-09-07
432923,Arunachalam,Besselaar,Engineer,1989-04-11,1994-05-21
432931,Martial,McAffer,Senior Staff,1994-05-12,1995-04-09
432943,Mokhtar,Asser,Senior Engineer,1988-01-13,9999-01-01
432949,Aran,Heering,Engineer,1995-05-22,2001-05-21
432955,Jungsoon,Kaelbling,Technique Leader,1992-02-05,9999-01-01
432965,Basil,Pelc,Senior Engineer,1994-12-26,2000-02-07
432972,Halsur,Wallrath,Senior Engineer,1999-07-16,2000-05-30
433006,Nikolaus,Sethi,Staff,1998-09-20,9999-01-01
433015,Mohd,Braccini,Engineer,1993-05-05,2001-05-05
433034,Zhenhua,Rosiles,Senior Engineer,1991-12-26,9999-01-01
433039,Pasqua,Borstler,Senior Staff,1996-05-02,9999-01-01
433044,Neven,Setiz,Senior Staff,1991-09-04,9999-01-01
433061,Weiwu,Masada,Senior Staff,1997-06-28,1999-02-03
433065,Luerbio,Hopewell,Technique Leader,1992-05-08,1993-11-08
433073,Menkae,Dymetman,Senior Staff,1995-01-14,9999-01-01
433077,Zongyan,Mungall,Senior Staff,1993-02-06,9999-01-01
433096,Palash,Brookman,Engineer,1986-06-11,1991-06-11
433121,Lidong,Pusterhofer,Assistant Engineer,1993-10-12,9999-01-01
433126,Utpal,Weisert,Technique Leader,1989-04-16,1990-05-15
433127,Masali,Hellwagner,Engineer,1989-10-13,1998-10-13
433148,Lech,Peek,Engineer,1999-12-15,9999-01-01
433158,Abdelghani,Hagimont,Engineer,1990-05-24,1998-05-24
433159,Sudharsan,Boissier,Senior Staff,1998-02-06,9999-01-01
433166,Ult,Fabrizio,Engineer,1988-09-03,1993-09-03
433169,Toshiko,Baar,Engineer,1993-03-06,2000-03-06
433180,Yuichiro,Panwar,Engineer,1985-04-20,1991-04-20
433186,Suzette,Plessier,Senior Engineer,1989-08-20,9999-01-01
433208,Hidefumi,Erev,Engineer,1985-07-21,1993-07-21
433211,Youssef,Sanella,Engineer,1994-08-10,1999-08-10
433219,Tristan,DuCasse,Engineer,1988-04-18,1993-04-18
433230,Christ,Molenaar,Senior Staff,2000-01-18,9999-01-01
433242,Shigenori,Haldar,Engineer,1999-05-29,9999-01-01
433252,Hitomi,Lorie,Senior Staff,1999-12-11,9999-01-01
433262,Bogdan,Homond,Engineer,1998-09-17,9999-01-01
433284,Erzsebet,Kuhnemann,Senior Engineer,1997-11-26,2000-10-04
433298,Henk,Nyanchama,Staff,1997-04-05,9999-01-01
433304,Valdiodio,Demizu,Engineer,1989-05-16,1996-05-16
433375,Kazuhide,Suessmith,Engineer,1990-12-03,1998-12-03
433378,Aria,Erva,Senior Engineer,1990-03-14,1996-02-22
433381,Nakhoon,Heering,Senior Staff,1999-04-19,9999-01-01
433385,Kazuhide,Cardazo,Engineer,1988-10-02,1995-10-03
433422,Tze,Oxenboll,Staff,1998-02-27,9999-01-01
433433,Shem,Koprowski,Staff,1999-02-04,9999-01-01
433447,Tsutomu,Slutz,Senior Staff,1996-06-21,9999-01-01
433456,Van,Ranta,Engineer,1997-04-03,2002-01-19
433469,Barna,Ambroszkiewicz,Senior Staff,1997-11-09,9999-01-01
433473,Mechthild,Stasinski,Senior Engineer,1994-01-17,9999-01-01
433474,Vidar,Encarnacion,Engineer,1985-08-04,1991-12-14
433480,Lucien,Francisci,Assistant Engineer,1996-06-15,9999-01-01
433483,Zine,Hambrick,Engineer,1995-05-26,2002-05-26
433495,Xiping,Snedden,Senior Staff,1994-05-22,9999-01-01
433503,Satosi,Spataro,Engineer,1985-09-02,1992-09-02
433513,Make,Pagter,Senior Engineer,1991-08-25,9999-01-01
433514,Susanne,Mikschl,Senior Engineer,1999-07-08,9999-01-01
433520,Armond,Cairo,Senior Staff,1993-04-15,9999-01-01
433543,Gor,Lanteri,Engineer,1989-04-23,1998-04-23
433552,Christophe,Krzyzanowski,Senior Staff,1995-02-19,9999-01-01
433603,Angus,Fiebach,Senior Staff,1999-10-14,9999-01-01
433606,Taisook,Baba,Senior Engineer,1987-08-29,9999-01-01
433613,Ravishankar,Griswold,Senior Staff,1997-02-21,9999-01-01
433623,Sven,Falco,Engineer,1992-02-23,2000-02-23
433631,Bodh,Luff,Senior Staff,1992-03-28,9999-01-01
433647,Shmuel,Pramanik,Senior Staff,1990-03-18,9999-01-01
433656,Pragnesh,Silva,Engineer,1995-02-15,2002-02-15
433670,Mohamadou,Bresenham,Senior Staff,1994-11-21,9999-01-01
433701,Dante,Rando,Staff,1996-12-06,9999-01-01
433728,Denny,Snedden,Engineer,1993-09-19,2000-09-19
433747,Conal,Sidje,Engineer,1994-06-10,2001-06-10
433754,Leon,Sommen,Engineer,1998-01-18,9999-01-01
433759,Ugo,Preusig,Staff,1998-11-27,9999-01-01
433794,Elvis,Michaeli,Senior Staff,1997-07-03,2000-01-26
433817,Sham,Gopalakrishnan,Senior Staff,2002-04-23,9999-01-01
433822,Lucien,Garnham,Engineer,1986-03-28,1991-03-28
433841,Deborah,Imataki,Senior Staff,1996-11-14,2000-03-28
433848,Arun,Hanratty,Assistant Engineer,1985-02-17,1992-02-18
433849,Nechama,Whitcomb,Assistant Engineer,1995-09-07,2000-09-06
433859,Padma,Isard,Assistant Engineer,1996-08-13,2001-08-13
433882,Zejun,Jervis,Senior Staff,1994-07-16,1999-04-07
433883,Narain,Straney,Senior Staff,1998-12-10,9999-01-01
433922,Owen,Brookner,Senior Staff,1997-11-12,2000-12-22
433926,Xiaobin,Alblas,Technique Leader,1990-01-22,9999-01-01
433931,Foong,Krone,Staff,1996-09-09,1997-01-24
433966,Yannik,Bruckman,Engineer,1990-03-04,1996-03-03
433968,Shigehiro,Coombs,Staff,1994-10-12,9999-01-01
433992,Isamu,Gien,Engineer,1995-05-05,9999-01-01
434017,Wuxu,Radivojevic,Technique Leader,1988-09-02,9999-01-01
434019,Kristen,Swiler,Senior Engineer,1985-11-27,9999-01-01
434068,Tuval,Tsukune,Engineer,1995-06-26,2002-06-26
434078,Ronghao,Gulik,Engineer,1999-08-16,2001-11-27
434092,Keiichiro,Waterhouse,Senior Engineer,1997-06-30,9999-01-01
434106,Muzhong,Simmen,Senior Staff,1996-10-13,9999-01-01
434108,Rosita,Strandh,Senior Staff,1997-12-19,9999-01-01
434109,Sajjad,Huttel,Senior Staff,1998-05-12,9999-01-01
434112,Ebru,Roisin,Engineer,1993-03-06,2002-03-06
434158,Hiroyasu,Fasbender,Senior Staff,1997-08-27,9999-01-01
434184,Gianluca,Schonegge,Engineer,1994-10-27,9999-01-01
434214,Oscal,Fabrizio,Technique Leader,1994-06-15,9999-01-01
434217,Jagoda,Kroha,Engineer,1997-06-28,2002-06-28
434222,Charmane,Wiegley,Senior Staff,2001-09-17,9999-01-01
434234,Younwoo,Rothenberg,Staff,1999-02-23,9999-01-01
434236,Rosalie,Vilarrasa,Engineer,1985-07-12,1991-07-12
434238,Stein,Frijda,Senior Engineer,1987-05-02,9999-01-01
434270,Fumiyo,Leonhardt,Engineer,1998-04-28,9999-01-01
434274,Turgut,Katalagarianos,Engineer,1986-11-05,1995-11-05
434287,Shigehito,McAlpine,Assistant Engineer,1998-01-24,2002-02-19
434289,Sajjan,Broomell,Senior Staff,1992-03-06,9999-01-01
434306,Maja,Jervis,Senior Engineer,1994-08-31,9999-01-01
434316,Irena,Murillo,Engineer,1990-07-07,1996-07-06
434318,Joydip,Taneja,Engineer,1989-01-24,1997-01-24
434339,Danae,Lorch,Senior Staff,2000-07-25,9999-01-01
434347,Mahmut,Androutsos,Engineer,1993-11-10,1996-03-01
434349,Denis,Skrikant,Engineer,1998-08-10,9999-01-01
434357,Chinya,Tomescu,Staff,1998-05-18,9999-01-01
434382,Monique,Sridhar,Senior Engineer,1997-04-12,9999-01-01
434458,Mari,Stellhorn,Senior Staff,2001-12-08,9999-01-01
434466,Geoff,Servieres,Senior Engineer,1987-09-07,9999-01-01
434475,Jiakeng,Lung,Senior Staff,1989-08-01,9999-01-01
434478,Yongmao,Bage,Staff,1999-07-02,9999-01-01
434534,Marla,Naudin,Engineer,1999-08-21,9999-01-01
434536,Subhash,Einsfeld,Engineer,1990-04-04,1999-04-03
434578,Rimon,Cangellaris,Engineer,1990-12-12,1997-12-12
434595,Godehard,Ghazalie,Engineer,1996-06-29,1999-08-20
434608,Vasilii,Blokdijk,Senior Staff,2001-12-27,9999-01-01
434638,Horward,Zobel,Engineer,1995-03-16,2000-03-15
434646,Kensyu,Caine,Senior Engineer,1998-09-09,9999-01-01
434647,Aluzio,Ramsay,Engineer,1994-08-22,1999-08-03
434651,Yannik,Nourani,Engineer,1992-04-29,2000-04-29
434690,Zijian,Hammerschmidt,Senior Staff,1987-12-30,9999-01-01
434710,Odysseas,Fiebach,Staff,1999-12-08,9999-01-01
434717,Muzhong,Khalid,Engineer,1987-11-11,1992-11-10
434752,Lidong,Heiserman,Engineer,1999-08-14,9999-01-01
434777,Mihalis,Hartvigsen,Engineer,1996-05-31,2001-05-31
434790,Lorien,Baaz,Engineer,1988-02-07,1993-02-06
434807,Licheng,Karner,Engineer,1987-05-10,1992-05-09
434824,Randy,Goodrum,Engineer,1993-09-14,9999-01-01
434825,Kerryn,Baaz,Engineer,1989-04-03,1998-04-02
434833,Uma,Shackell,Senior Staff,1987-12-18,9999-01-01
434834,Tse,Stasinski,Engineer,1993-08-28,9999-01-01
434848,Siamak,Fioravanti,Engineer,1998-06-14,9999-01-01
434944,Magdalena,Kuzuoka,Staff,1996-05-23,9999-01-01
434949,Hausi,Lores,Engineer,1986-01-01,1991-01-01
434957,Chandrasekaran,Munos,Engineer,1992-06-12,1998-06-12
434976,Nitsan,Lorin,Engineer,1997-09-23,1999-10-23
434977,Arvin,Scallan,Engineer,1989-10-09,1996-10-09
434980,Sanjit,Salvesen,Staff,1997-04-11,9999-01-01
435018,Arvind,Swan,Engineer,1992-08-01,1997-08-01
435024,Sachio,Plotkin,Engineer,1996-08-19,2001-08-19
435045,Yishay,Wixon,Engineer,1998-09-01,2001-06-05
435101,Snehasis,Comellas,Senior Staff,1989-04-11,9999-01-01
435113,Tianruo,Nastansky,Senior Engineer,1991-11-14,9999-01-01
435116,Kamakshi,Skrikant,Senior Staff,2000-08-04,9999-01-01
435140,Rosine,Ponthieu,Senior Staff,1997-09-02,2001-08-25
435166,Shahid,Awdeh,Senior Staff,1995-05-28,1996-04-28
435193,Kensei,Zaccaria,Engineer,1994-08-25,2001-08-25
435199,Pranay,Butterworth,Engineer,1995-11-24,9999-01-01
435220,Poorav,Basawa,Engineer,1988-03-21,1997-03-21
435259,Gennadi,Otillio,Senior Staff,1995-10-04,9999-01-01
435269,Pragnesh,Pettey,Staff,1996-03-23,1999-10-20
435317,Naraig,Danner,Engineer,1999-04-01,9999-01-01
435318,Ute,Varley,Engineer,1991-01-15,2000-01-15
435324,Werner,Gien,Staff,1997-10-13,9999-01-01
435326,Subir,Bonifati,Senior Staff,1991-09-07,9999-01-01
435336,Ghassan,Lorho,Engineer,1994-03-31,9999-01-01
435354,Bowen,Bashian,Senior Staff,1988-06-25,9999-01-01
435379,Subhada,Schrift,Senior Engineer,1993-12-09,9999-01-01
435388,Monique,Birnbaum,Engineer,1990-11-23,1999-11-23
435427,Manibrata,Gewali,Senior Staff,1997-09-10,9999-01-01
435432,Sarita,Goldhammer,Staff,1995-09-10,9999-01-01
435465,Gio,Boguraev,Staff,1995-04-15,1995-10-01
435470,Jianhui,Kavvadias,Senior Staff,1993-10-15,9999-01-01
435491,Kristinn,Bashian,Engineer,1987-03-24,1994-03-24
435514,Jaber,Giaccio,Senior Staff,1997-06-19,9999-01-01
435543,Maris,Ertl,Assistant Engineer,1994-01-06,2002-01-06
435569,Basil,Ducloy,Senior Staff,1999-01-07,9999-01-01
435598,Remko,Peltason,Assistant Engineer,1990-03-03,1995-03-03
435606,Kerhong,Aingworth,Engineer,1992-03-02,1997-03-02
435617,Almudena,Broder,Engineer,1988-05-25,1993-05-25
435630,Dines,Baer,Senior Staff,1994-07-29,9999-01-01
435640,Zdislav,Kitai,Senior Staff,1995-04-18,9999-01-01
435646,Herbert,Luby,Senior Staff,1997-10-31,9999-01-01
435690,Zhonghua,Wynblatt,Engineer,1987-10-15,1992-10-14
435704,Kellie,Dayang,Assistant Engineer,1990-10-16,1999-10-16
435707,Radhika,Terekhov,Engineer,1993-12-11,1998-12-11
435720,Shahaf,Rijsenbrij,Engineer,1998-03-03,9999-01-01
435742,Udi,Goldhammer,Engineer,1990-01-22,1997-01-22
435749,Ortrun,Binkley,Engineer,1999-02-25,9999-01-01
435759,Demos,Grospietsch,Senior Staff,1997-11-11,9999-01-01
435761,Ranga,Rahimi,Staff,1995-07-20,1996-02-13
435764,Koichi,Perri,Senior Staff,1996-12-12,9999-01-01
435806,Moie,Ventosa,Technique Leader,1997-05-23,9999-01-01
435812,Kazuhisa,Rosca,Engineer,1988-10-10,1993-10-10
435830,Yechiam,Zaumen,Senior Engineer,1986-10-23,9999-01-01
435836,Basil,Delgrande,Senior Staff,1994-01-12,9999-01-01
435842,Nigel,Wroclawski,Senior Staff,1992-12-26,9999-01-01
435880,Kwangsub,Giarratana,Engineer,1993-11-11,1998-11-11
435893,Charlene,Byoun,Engineer,1999-09-04,9999-01-01
435902,Claude,Gill,Engineer,1997-03-01,9999-01-01
435912,Weiwu,Ohori,Engineer,1993-09-04,1997-02-11
435952,Toshimi,Back,Senior Engineer,1993-03-12,9999-01-01
435956,Gal,Kushnir,Assistant Engineer,1992-09-13,1998-06-29
435966,Valeska,Luan,Engineer,1995-11-02,2000-02-10
435998,Ymte,Wrigley,Technique Leader,1986-11-12,9999-01-01
436005,Kristen,Poupard,Senior Engineer,1988-01-18,9999-01-01
436008,Jordanka,Hasenauer,Staff,1997-08-26,9999-01-01
436012,Koldo,Shimshoni,Senior Staff,2000-01-16,9999-01-01
436016,Uma,Shokrollahi,Senior Engineer,1988-10-05,9999-01-01
436026,Gritta,Keustermans,Engineer,1987-03-27,1996-03-26
436036,Conrado,Litecky,Senior Staff,1992-06-10,9999-01-01
436062,Kshitij,Ibel,Senior Staff,1994-08-02,9999-01-01
436077,Mabo,Macedo,Senior Staff,1991-02-11,9999-01-01
436094,Mads,McDermid,Engineer,1987-10-31,1993-10-30
436099,Yonghoan,Delgrange,Staff,1998-12-06,9999-01-01
436111,Susumu,Avouris,Senior Staff,2002-01-17,9999-01-01
436114,Abdelkader,Brender,Engineer,1998-10-28,9999-01-01
436116,Saniya,Billawala,Senior Staff,1997-12-17,9999-01-01
436143,Serenella,Marchesini,Senior Staff,2002-07-31,9999-01-01
436145,Zeljko,Lung,Senior Staff,1999-09-11,9999-01-01
436148,Basant,Cairo,Senior Staff,1993-12-12,9999-01-01
436150,Utpal,Whittlesey,Senior Staff,1996-11-27,9999-01-01
436151,Huai,Cmelik,Engineer,1995-10-01,2000-09-30
436153,Hidefumi,Berztiss,Assistant Engineer,1999-09-16,9999-01-01
436157,Halsur,Haddadi,Senior Engineer,1993-07-20,9999-01-01
436184,Lokesh,Rahier,Senior Staff,1998-05-04,9999-01-01
436242,Leen,Chiola,Staff,1991-01-06,1996-07-24
436310,Conor,Cmelik,Technique Leader,1998-04-15,2001-12-16
436312,Tremaine,Bael,Staff,1998-04-19,9999-01-01
436316,Zeljko,Staudhammer,Technique Leader,1996-11-10,9999-01-01
436346,Jenwei,Zykh,Senior Engineer,1999-09-01,9999-01-01
436372,Abdelkader,Leslie,Senior Staff,1994-10-19,9999-01-01
436377,Rimon,Undy,Engineer,1991-11-30,2000-11-29
436388,Radhakrishnan,Middleton,Technique Leader,1998-12-15,9999-01-01
436400,Heping,Lanzelotte,Senior Staff,1999-03-09,9999-01-01
436413,Xinan,Zschoche,Engineer,1994-04-18,1999-04-18
436417,Dinah,Pepe,Engineer,1985-07-16,1993-07-16
436419,Randi,Schapiro,Senior Staff,1993-07-01,9999-01-01
436422,Roded,Denna,Staff,1998-05-19,9999-01-01
436431,Uriel,Hutton,Senior Staff,1994-08-12,9999-01-01
436477,Golgen,Businaro,Senior Staff,1996-09-12,9999-01-01
436480,Conal,Meszaros,Engineer,1999-06-29,9999-01-01
436490,Hsiangchu,Willoner,Engineer,1993-07-29,2000-07-29
436499,Charlene,Trachtenberg,Senior Staff,1997-02-18,9999-01-01
436501,Demin,Baby,Staff,1988-11-15,1990-06-27
436508,Taegyun,Michaeli,Senior Staff,1997-02-15,9999-01-01
436510,Munehiko,Poulakidas,Engineer,1988-11-01,1997-11-01
436540,Bedrich,Ishibashi,Engineer,1987-04-22,1993-04-21
436545,Oscal,Chepyzhov,Technique Leader,1992-08-03,9999-01-01
436561,Demin,Beidas,Engineer,1995-09-16,9999-01-01
436581,Yonghoan,Leijenhorst,Senior Engineer,1990-04-24,9999-01-01
436596,Gou,Pearson,Engineer,1997-08-14,1998-03-07
436599,Parke,Zhang,Staff,1998-08-31,9999-01-01
436602,Woody,Demeyer,Engineer,1989-12-16,1998-12-16
436603,Duro,Rodite,Senior Staff,1996-06-12,9999-01-01
436605,Piyawadee,Duclos,Senior Staff,1999-08-11,2000-02-27
436612,Koldo,Kumaresan,Senior Engineer,1986-12-26,9999-01-01
436616,Aram,Rande,Engineer,1989-07-09,1995-07-09
436623,Urs,Dengi,Staff,1998-06-18,9999-01-01
436636,Shigehito,Famili,Engineer,1992-07-19,1997-07-19
436639,Lidong,Krogh,Technique Leader,1990-03-02,9999-01-01
436641,Flemming,Hatcliff,Engineer,1995-05-18,1999-01-28
436646,Dante,Rotem,Engineer,1998-11-08,9999-01-01
436652,Marek,Anger,Engineer,1995-06-06,2000-06-05
436673,Lubomir,Socorro,Technique Leader,1991-03-22,1994-11-23
436693,JoAnna,Sherertz,Senior Staff,2001-12-23,9999-01-01
436738,Shahaf,Rajcani,Engineer,1993-05-07,2000-05-07
436757,Guiseppe,Lunt,Engineer,1986-03-16,1991-03-16
436763,Froduald,Nollmann,Senior Engineer,1993-08-28,9999-01-01
436781,Jeong,Viele,Staff,1992-05-01,1995-07-26
436818,Aleksandar,Hofting,Staff,1994-10-12,9999-01-01
436819,Moni,Vadhan,Engineer,1994-07-18,2002-07-18
436822,Nahid,Yavatkar,Technique Leader,1987-09-01,9999-01-01
436836,Mads,Muchinsky,Senior Staff,2000-02-01,9999-01-01
436842,Tomofumi,Krzyzanowski,Senior Engineer,1986-07-22,9999-01-01
436847,Dinah,Noriega,Staff,1992-07-21,1995-07-27
436861,Sastry,Rettelbach,Senior Staff,1997-11-21,9999-01-01
436862,Marko,Peot,Technique Leader,1991-02-20,9999-01-01
436883,Sergi,Ratnaker,Engineer,1988-11-08,1996-11-08
436886,Martins,Benzmuller,Engineer,1987-12-18,1996-12-17
436889,Yuguang,Birrer,Staff,1997-12-12,9999-01-01
436897,Shimshon,Gyorkos,Engineer,1993-04-13,2000-04-13
436927,Bogdan,Iisaka,Engineer,1998-02-17,9999-01-01
436933,Shaunak,Mateescu,Engineer,1997-03-23,1999-12-11
436981,Satoru,Champarnaud,Senior Engineer,1990-01-22,9999-01-01
436990,KayLiang,Wielonsky,Senior Engineer,1991-04-09,9999-01-01
436998,Parke,Radhakrishnan,Technique Leader,1986-12-01,1994-08-11
437015,Steen,Basart,Engineer,1990-10-04,1999-10-04
437093,Otmar,Barvinok,Technique Leader,1991-01-06,9999-01-01
437121,Divine,Rehfuss,Senior Engineer,1999-07-01,9999-01-01
437123,Prodip,Shimshoni,Engineer,1993-05-18,1998-05-18
437137,Xiaoqiu,Lunn,Senior Staff,1995-09-29,9999-01-01
437157,Aiman,Peres,Senior Engineer,1990-08-28,9999-01-01
437163,Boguslaw,Busillo,Senior Staff,1991-12-13,2002-04-12
